name,prompt,negative_prompt
NA - Nanopunk style,"nanotechnology marvels, molecular manipulation, self-replicating machines, microscopic robots, advanced material science, nano-medicine breakthroughs, atom-scale engineering, futuristic medical treatments, environmental nanobots, smart materials, cybernetic enhancements, programmable matter, quantum computing, nano-fabrication, ethical dilemmas, invisible warfare, body-integrated devices, nano-enhanced humans, post-scarcity potential, molecular gastronomy","large-scale industrial factories, medieval alchemy, analog computing, gasoline engines"
NA - Post-cyberpunk style,"evolved cybernetic societies, digital utopias, corporate ethics, advanced AI integration, sustainable technology, virtual reality advancements, cybernetics normalization, social media governance, hacker culture evolution, augmented reality lifestyles, information freedom, global connectivity, ethical hacking, corporate accountability, AI rights, tech-infused everyday life, networked humanity, post-dystopian visions, collaborative tech communities, cyber-physical systems","pre-industrial cultures, magical fantasy realms, steam-powered gadgets, dystopian despair"
NA - Cyberpunk style,"high-tech low-life, neon-lit cities, corporate dominance, cybernetic enhancements, dystopian futures, hacker antiheroes, urban decay, AI and robotics, virtual reality escapism, noir aesthetics, underground movements, social stratification, futuristic weaponry, surveillance societies, shadowy megacorporations, digital underworld, cyber warfare, identity commodification, neon rebellion, gritty survival, technological disparity","pastoral idylls, Renaissance art, steam machinery, utopian societies",
NA - Utilipunk style,"innovative survival through practical repurposing and recycling in resource-scarce worlds","over-reliance on high technology, disregard for sustainability and practicality"
NA - Dreampunk style,"surreal, dream-like worlds with psychological depth and introspective narratives","strict realism, mundane settings devoid of imagination or psychological exploration"
NA - Mythpunk style,"reimagined myths with contemporary themes and rebellious twists","strict adherence to traditional myths without modern reinterpretation or critical questioning"
NA - Stitchpunk style,"survival and creativity through textiles in post-apocalyptic landscapes","focus on purely digital or high-tech solutions ignoring the tactile and crafted"
NA - Elfpunk style,"modern urban settings infused with traditional elf and fairy lore","absence of magical or mythical elements in contemporary life, ignoring folklore's relevance"
NA - Manapunk style,"worlds powered by magical energy blending magic with technology","worlds lacking magical essence, focusing solely on conventional technology"
NA - Gothicpunk style,"dark fantasy and horror meet punk's rebellious energy","bright, utopian settings that lack depth, darkness, and rebellion"
NA - Castlepunk style,"medieval settings reimagined with punk technology and aesthetics","futuristic or modern settings that ignore medieval or fantasy elements"
NA - Zombiepunk style,"zombie apocalypse survival with a punk attitude","narratives that focus on conventional survival without cultural or societal critique",
NA - style Neonpunk,"Neonpunk style {prompt} . Neon lights, cyberpunk aesthetics, by artists inspired by Blade Runner universe, dark urban environments with vibrant accents","pastoral scenes, traditional medieval themes, subdued earth tones, absence of futuristic urban elements"

>>>>>>>> ARTIST STYLES <<<<<<<<,,

NA - Sabbas Apterus style,"ethereal and surreal illustrations, intricate details, fantasy themes, vibrant palettes, dream-like compositions, by Sabbas Apterus","plain and simple designs, lack of fantasy or surreal elements, minimal detailing, realistic and mundane themes, lack of vibrant colors or dream-like qualities",
NA - Neal Adams style,"dynamic comic book art, realistic superhero anatomy, dramatic shading, bold compositions, pioneering panel layouts, by Neal Adams","cartoonish proportions, flat coloring, lack of depth and shadow, minimalistic design, abstract forms, ignoring comic book panel dynamics",
NA - Sarah Andersen style,"humorous and relatable slice-of-life comics, simple line work, expressive characters, minimalist color palette, by Sarah Andersen","detailed realism, complex compositions, extensive use of colors, serious themes, hyper-detailed characters, absence of humor"
NA - Rafael Albuquerque style,"energetic line work, vivid coloring, dynamic action scenes, expressive characters, innovative layouts, by Rafael Albuquerque","static imagery, subdued colors, lack of expressiveness, traditional layouts, conservative line art, missing action dynamics"
NA - Martin Ansin style,"vibrant surrealism, ethereal themes, whimsical characters, bold color choices, imaginative settings, by Thomas Ascott","realistic depictions, subdued color palettes, mundane settings, absence of whimsy and surreal elements, photographic styles"
NA - Annick Bouvattier style,"Contemporary female figures in minimalist settings, emphasizing elegance, solitude, and the interplay of light and shadow, often with a focus on fashion elements","Busy, detailed backgrounds, male subjects, and vibrant, chaotic color schemes that detract from the serene and elegant atmosphere",
NA - Gaston Bussiere style,"Symbolist paintings featuring mythological and literary themes, rich in color and detail, with a mystical and romantic atmosphere","Modern urban scenes, abstract art lacking narrative, and minimalist designs that miss the lush, detailed symbolism"
NA - Lee Bogle style,"Portraits that capture the essence of Native American culture, with a focus on soulful expressions, natural elements, and a serene, dignified presence","Contemporary urban settings, lack of emotional depth, and absence of natural and cultural elements characteristic of Native American themes",
NA - Troy Brooks style,"Tall, thin female figures in surreal, often unsettling settings, combining elements of fashion with a narrative of empowerment and mystery","Short, stocky characters, cheerful, bright settings, and a lack of surreal or narrative depth"
NA - Tim Burton style,"whimsical and gothic, darkly enchanting with a quirky twist, exaggerated features, contrast of macabre and playfulness, twisted fairy tales, characterized by striped patterns, spirals, and a stark monochromatic palette with splashes of vibrant color, by Tim Burton","overly bright, saturated colors, normal proportions, mundane, everyday scenes, absence of whimsical or gothic elements, lack of Burtonesque fantasy, realistic clothing and architecture, straightforward poses, lack of stripes or spirals, absence of dark or macabre undertones, cheerful ambiance, conventional beauty standards, absence of stark shadows or dramatic lighting",
NA - Artgerm style,"sleek and modern, vivid colors, clean and crisp lines, highly detailed and polished artwork, beautiful character designs, dynamic poses, realistic yet stylized illustrations, with a hint of glamour and fashion","dull colors, rough textures, imprecise lines, low detail, amateurish character designs, static poses, cartoonish proportions, lack of polish, oversimplification, absence of modern or stylish elements",
NA - Lovecraftian style,"cosmic horror, indescribable monsters, eerie landscapes, sense of dread, unnamable ancient one, incomprehensible sanity-blasting geometries, tentacles",
NA - H.R. Giger style,"biomechanical landscapes, surreal forms, dark and intricate textures, a fusion of organic and machine, eerie beauty, alien figures, dystopian visions, intricate details, monochromatic color schemes with highlights of metallic sheens, by H.R. Giger", 
NA - Zdzislaw Beksinski style,"apocalyptic surrealism {prompt} . dystopian, dark, haunting, detailed","cheerful, simple landscapes, bright colors, minimalistic"
NA - Casey Baugh style,"urban realism {prompt} . dramatic lighting, emotional, cityscapes","rural, bright scenes, abstract, non-urban"
NA - Clive Barker style,"dark fantasy horror {prompt} . grotesque, mystical, vivid imagination","light-hearted, simplistic, non-mystical, bright"
NA - David Michael Bowers style,"surreal hyperrealism {prompt} . allegorical, hyperrealistic, complex narratives","abstract, non-detailed, cartoonish, simple compositions"
NA - Emily Balivet style,"Art Nouveau goddesses {prompt} . vibrant, ethereal, myth-inspired","modern, abstract, monochromatic, minimalist"
NA - Thomas Birch style,"maritime realism {prompt} . dynamic seascapes, detailed ships","urban, abstract, simplistic, non-maritime"
NA - George Biddle style,"social realism {prompt} . everyday life, expressive, social commentary","abstract, non-representational, fantasy, lacking social themes"
NA - Christi Belcourt style,"Indigenous floral patterns {prompt} . vibrant, environmental themes, inspired by nature","industrial, non-floral, monochromatic, lacking natural inspiration"
NA - David Bowers style,"fantastical realism {prompt} . detailed, imaginative, realism with a twist","non-detailed, non-imaginative, abstract, simplistic"
NA - Maciej Kuciara style,"Futuristic cityscapes, advanced technology, dystopian worlds, highly detailed environments, digital painting, concept art, atmospheric mood, cinematic lighting, science fiction elements, mechanical design, urban landscapes, intricate textures, dynamic compositions, neon lighting, speculative technology, atmospheric perspective, photorealistic detail, environmental storytelling, cyberpunk aesthetics, post-apocalyptic scenarios","simplistic, traditional, fantasy, historical settings, minimalistic design, bright and cheerful themes, lack of detail, absence of futuristic or dystopian elements"
NA - Bastien Lecouffe-Deharme style,"Dark fantasy, mysterious characters, gothic atmosphere, digital illustrations, emotional portraits, supernatural themes, moody lighting, ethereal landscapes, occult symbolism, narrative depth, detailed textures, somber color palettes, historical elements, romanticism, magical realism, dramatic shadows, character-driven stories, eerie environments, mystical symbols, ancient myths","colorful, abstract, minimalist, modern urban life, cheerful subjects, lack of narrative or emotional depth, absence of dark or gothic elements"
NA - Benjamin Lacombe style,"Whimsical illustrations, fairy tale themes, expressive eyes, surreal characters, vibrant colors, detailed flora and fauna, emotional depth, French aesthetic, unique perspectives, elaborate costumes, historical references, gothic undertones, magical realism, intricate linework, soft textures, narrative storytelling, enchanting environments, dream-like quality, character expressiveness, melancholic beauty","minimalist, abstract, non-representational, lack of color, modern digital art, absence of whimsy or narrative, simplistic design"
NA - Dan Mumford style,"intricate linework, vibrant colors, dramatic contrasts, pop culture, detailed scenes, horror and fantasy themes, screen printing, music and film posters, dark aesthetics, bold outlines, dynamic action, atmospheric depth, iconic characters, gothic elements, alternative art, concert visuals, narrative illustration, stylized nature, menacing creatures, legendary battles","minimalist, abstract, pastel, lack of detail, modern digital, non-narrative"
NA - Mike Mignola style,"bold shadows, stark contrasts, minimalistic color palette, supernatural themes, comic book art, gothic horror, iconic characters, Hellboy creator, graphic silhouettes, simplified forms, eerie atmospheres, Lovecraftian elements, dark fantasy worlds, medieval architecture, mythological creatures, graphic novels, strong line work, occult symbols, ancient legends, storytelling","photorealism, vibrant colors, detailed realism, futuristic, cheerful themes"
NA - Marko Manev style,"minimalist posters, iconic imagery, pop culture references, noir style, monochromatic shades, cinematic compositions, superhero and sci-fi themes, abstract designs, bold typography, atmospheric mood, conceptual art, visual storytelling, clean lines, modern aesthetics, graphic illustration, stark lighting, shadow play, simplified forms, emblematic scenes, dramatic silhouettes","complex scenes, traditional painting, bright palettes, lack of pop culture"
NA - Antonio J. Manzanedo style,"fantasy illustrations, epic scenes, detailed characters, mythical creatures, dark and moody atmospheres, vibrant landscapes, digital painting, storytelling art, imaginative worlds, ancient myths, powerful warriors, magical realism, dense forests, towering castles, fearsome dragons, mystical symbols, elaborate armor, shadowy figures, enchanted environments, foreboding skies","urban realism, minimalism, abstract expressionism, sunny and bright themes"
NA - Peter Mohrbacher style,"angelic figures, ethereal environments, digital surrealism, symbolic imagery, fantastical elements, otherworldly creatures, vibrant color schemes, spiritual themes, dream-like quality, majestic wings, celestial landscapes, mythical lore, intricate patterns, flowing forms, luminous effects, divine presence, mystical beings, transcendent atmospheres, arcane symbols, visionary art","historical accuracy, urban scenes, grayscale, lack of fantasy, photo-realism",
NA - Igor Morski style,"surreal compositions, photomanipulation, dreamlike scenes, profound messages, hidden meanings, complex narratives, human nature, societal critique, imaginative creatures, morphed realities, psychological depth, visual metaphors, thought-provoking imagery, fantastical animals, blending humans with nature, intricate details, environmental commentary, surreal ecosystems, otherworldly landscapes, allegorical art","straightforward portraiture, plain landscapes, literal interpretations, absence of surreal or metaphorical elements"
NA - Maria Sibylla Merian style,"botanical illustrations, natural history, scientific accuracy, detailed insects, vibrant flora, ecological relationships, 17th-century artistry, pioneering entomology, observational science, precise depictions, exotic plants, wildlife studies, pioneering female artist, hand-colored engravings, lifelike representations, educational art, biodiversity, species documentation, intricate patterns, environmental observation","abstract art, modern digital effects, fantasy subjects, lack of detail or scientific context"
NA - Walter Molino style,"dynamic action scenes, vintage illustrations, 20th-century lifestyle, dramatic expressions, cinematic storytelling, post-war imagery, magazine covers, vibrant characters, narrative art, emotional impact, everyday life, historical events, social commentary, mid-century aesthetics, bold colors, detailed backgrounds, period fashion, expressive faces, intense moments, artistic journalism","minimalism, abstract designs, contemporary themes, subdued color palettes"
NA - Clay Mann style,"comic book art, superhero dynamics, detailed anatomy, action sequences, dramatic poses, character interactions, expressive faces, narrative illustration, DC and Marvel comics, bold line art, cinematic panels, costume design, visual storytelling, dynamic angles, high energy, powerful heroines, intricate fight scenes, emotional depth, vibrant illustrations, modern comic style","non-figurative art, passive scenes, lack of action or emotion, historical painting"
NA - Cristina McAllister style,"spiritual themes, symbolic art, fantasy illustrations, nature-inspired designs, cultural fusion, mystical creatures, vibrant patterns, mandalas, goddess imagery, magical realism, intricate linework, color symbolism, animal totems, enchanted forests, spiritual awakening, mythological figures, decorative art, visionary themes, empowerment, harmony with nature","urban photography, industrial landscapes, minimalist abstracts, monochrome sketches"
NA - Olly Moss style,"graphic design, pop culture posters, clever visual puns, minimalist aesthetics, iconic silhouettes, movie and video game art, contemporary illustrations, bold contrasts, reimagined classics, witty reinterpretations, vibrant colors, conceptual art, visual storytelling, digital creations, fan art, cultural icons, stylized portraits, creative typography, homage to entertainment, innovative layouts","detailed classical paintings, baroque styles, photorealism, overloaded compositions"
NA - Tony Moore style,"comic book illustrations, gritty textures, horror and zombie themes, dynamic action, detailed environments, character design, post-apocalyptic scenes, co-creator of The Walking Dead, expressive linework, dark humor, survival stories, intense narratives, fleshed-out villains, kinetic energy, traditional inking, graphic violence, cult classics, atmospheric mood, suspenseful storytelling","romantic landscapes, abstract expressionism, serene still lifes, lack of narrative drive"
NA - Matt Mahurin style,"moody photomontages, dark themes, political commentary, surreal portraits, atmospheric photography, visual storytelling, dream sequences, social issues, textured layers, cinematic techniques, conceptual art, haunting images, introspective subjects, iconic musicians, psychological depth, manipulated realities, noir aesthetics, emotional resonance, gritty realism, distinctive style","bright pop art, minimalist graphics, cheerful children's illustrations, straightforward commercial photography"
NA - Jane Newland style,"vibrant landscapes, whimsical nature scenes, detailed botanicals, colorful illustrations, peaceful environments, imaginative worlds, digital painting, serene settings, lush greenery, intricate patterns, fantasy elements, cozy atmospheres, artistic exploration, outdoor adventures, dreamy aesthetics, narrative landscapes, environmental beauty, tranquil moments, rich textures, joyful expressions","urban decay photography, abstract geometric, dystopian themes, dark horror visuals"
NA - Daron Nefcy style,"animated series style, whimsical characters, magical themes, bright and bold colors, dynamic expressions, cartoon comedy, fantasy adventures, creator of Star vs. the Forces of Evil, youthful energy, imaginative worlds, quirky humor, character-driven stories, pop culture references, vibrant animation, heartwarming moments, interdimensional travel, creative character design, playful scenarios, visual gags, storyboarding","photorealistic art, somber tones, minimalistic abstracts, documentary realism"
NA - Nychos style,"anatomical dissections, street art, graffiti style, vibrant murals, detailed cross-sections, pop culture icons, urban art, wildlife illustrations, bold lines, fluorescent colors, skeletal structures, exploded views, body mechanics, artistic anatomy, public installations, dynamic compositions, underground culture, spray paint techniques, hyper-detailed visuals, contemporary art, edgy themes","classic portraiture, traditional landscapes, subtle watercolors, lack of anatomical focus"
NA - Eiko Ojala style,"paper cut illustrations, digital artwork, contemporary design, minimalist compositions, layered depth, visual illusions, nature scenes, editorial illustrations, bold colors, conceptual art, silhouette storytelling, environmental themes, shadow play, geometric shapes, tactile sensations, clean lines, optical depth, cultural narratives, serene landscapes, vibrant textures, artistic simplicity","complex photorealism, chaotic abstracts, dark gothic imagery, overloaded details",
NA - Jon Foster style,"dynamic lighting, emotional depth, complex compositions, fantasy and sci-fi themes, dramatic scenes, rich textures, bold use of color, atmospheric effects, character portraits, narrative illustration, detailed environments, moody aesthetics, powerful action, surreal elements, immersive worlds, intricate detailing, expressive characters, vibrant landscapes, shadow play, artistic storytelling","simplistic design, lack of depth, minimal use of color, absence of narrative"
NA - Mark Fiore style,"satirical animations, political commentary, social critique, humorous illustrations, engaging narratives, digital cartoons, topical humor, witty visual puns, current events, sharp satire, clever storytelling, animated shorts, cultural observations, poignant messages, editorial cartoons, insightful commentary, visual journalism, political cartoons, thought-provoking content, media critique","non-satirical imagery, abstract art, serious tone, lack of humor"
NA - Jenny Frison style,"comic cover art, female superheroes, dramatic portraiture, intricate linework, vibrant coloring, emotional expressions, powerful heroines, fantasy elements, iconic characters, modern comic aesthetics, detailed hair and fabric, atmospheric backgrounds, strong visual storytelling, character-focused art, stylistic shading, graphic novel style, dynamic poses, supernatural themes, pop culture influence, artistic interpretation","generic poses, lack of detail, absence of character focus, minimal background"
NA - Mike Grell style,"classic comic art, detailed line work, adventure themes, natural landscapes, heroic figures, action sequences, traditional inking, narrative storytelling, fantasy worlds, historical settings, dynamic compositions, wilderness exploration, character development, rich environmental detail, epic storytelling, vibrant action scenes, intricate costume design, bold panel layouts, medieval influences, legacy comic style","digital art styles, abstract expressionism, futuristic cityscapes, minimalistic characters"
NA - Gris Grimly style,"macabre illustrations, dark fairy tales, gothic horror, whimsical characters, unique reinterpretations, eerie landscapes, twisted humor, vintage aesthetics, sinister themes, alternative art, creepy narratives, stylized figures, horror folklore, grotesque beauty, punk influences, morbid fantasy, artistic storytelling, distinctive inking, imaginative worlds, cultural mashups","uplifting themes, conventional art, realistic portraits, bright color schemes"
NA - Tom Grummett style,"superhero comics, dynamic action, expressive anatomy, classic storytelling, bold line art, detailed character design, iconic poses, powerful narratives, clear visual storytelling, action-packed panels, traditional comic layouts, superhero battles, character interactions, vivid illustrations, kinetic energy, sequential art, comic book realism, hero versus villain, dramatic expressions, mainstream comic style","abstract concepts, non-sequential art, lack of action, minimalistic design"
NA - Mab Graves style,"pop surrealism, big-eyed characters, whimsical narratives, pastel palettes, modern fairy tales, nostalgic influences, lowbrow art, imaginative creatures, dreamlike scenes, kitsch inspiration, alternative portraits, narrative paintings, emotional depth, fantastical landscapes, cultural references, vibrant characters, artistic storytelling, detailed costumes, surreal beauty, unique visions","photorealism, dark and muted colors, urban graffiti, highbrow art"
NA - Adi Granov style,"conceptual design, cinematic illustration, superhero art, photorealistic textures, mechanical design, futuristic aesthetics, dramatic lighting, science fiction themes, detailed armors, dynamic poses, graphic novels, visual development, action scenes, technology integration, atmospheric mood, movie posters, character visualization, sleek styling, advanced gadgets, modern comic art","traditional portraiture, abstract painting, historical themes, minimalist sketches"
NA - Julian Glander style,"3D art, vibrant colors, abstract shapes, playful designs, digital sculptures, whimsical worlds, cartoonish characters, surreal environments, animated gifs, quirky humor, interactive art, soft textures, pastel landscapes, video game aesthetics, pop culture, imaginative storytelling, creative animations, colorful abstracts, digital creativity, unique visual language","classical painting, dark themes, realistic wildlife, traditional sculpture"
NA - Aaron Horkey style,"intricate illustrations, detailed typography, natural motifs, dark themes, gig posters, meticulous linework, organic designs, letterpress prints, wildlife art, atmospheric landscapes, limited color schemes, screen printing, art nouveau influences, hand-drawn aesthetics, elaborate compositions, visual storytelling, collector's items, ornamental art, fantasy elements, emblematic visuals","digital media, neon colors, urban street art, simplified graphics",
NA - Alex Horley style,"vivid fantasy and horror illustrations, dynamic characters, exaggerated forms, comic book art, rich colors, detailed scenes, powerful creatures, dramatic lighting, engaging narratives, gothic elements, bold strokes, immersive worlds, character depth, stylized violence, epic battles, dark beauty, mythical themes, graphic novels, intense emotions, artistic flair","minimalist art, abstract concepts, subdued color schemes, lack of detail"
NA - Jamie Hewlett style,"graphic illustrations, pop culture infusion, punk aesthetic, iconic characters, Tank Girl and Gorillaz, vibrant colors, urban themes, satirical narratives, dynamic compositions, comic art, multimedia projects, visual storytelling, contemporary life, bold lines, cultural commentary, animation design, character development, underground art, stylistic experimentation, visual impact","classical realism, traditional landscapes, absence of satire, historical painting"
NA - Mao Hamaguchi style,"Japanese illustration, kawaii culture, soft textures, pastel colors, character art, anime influences, whimsical designs, cute characters, playful scenes, digital art, vibrant illustrations, pop aesthetics, fashion elements, youthful themes, light-hearted narratives, manga style, expressive faces, contemporary Japanese art, visual charm, cultural motifs","dark horror, photorealism, western comic style, muted earth tones"
NA - Tiago Hoisel style,"cartoon and caricature, exaggerated features, digital painting, humorous portraits, vibrant colors, dynamic expressions, pop culture references, high-detail renderings, satirical art, personality capture, animated characters, visual jokes, character illustration, bold textures, lively scenes, modern caricatures, artistic innovation, expressive caricatures, visual storytelling, engaging humor","minimalist abstracts, monochrome photography, serious portraiture, lack of humor"
NA - Greg Hildebrandt style,"fantasy art, Tolkien illustrations, dynamic compositions, vibrant landscapes, epic storytelling, classic fantasy, detailed paintings, mythical creatures, narrative art, Brothers Hildebrandt, imaginative scenes, rich color palettes, traditional painting, heroic figures, cinematic visuals, magical themes, adventure illustrations, iconic fantasy scenes, artistic mastery, visual depth","urban street art, abstract expressionism, minimal detail, contemporary digital"
NA - Butch Hartman style,"animated TV shows, cartoon characters, family-friendly content, dynamic action, clear lines, expressive characters, Nickelodeon series, creator of Danny Phantom, bold colors, imaginative worlds, visual humor, character design, storyboard art, animation direction, comedic scenes, engaging narratives, pop culture animation, youth-oriented art, visual storytelling, iconic style","photorealistic art, dark themes, adult content, abstract painting"
NA - Joe Jusko style,"realistic comic book art, painted illustrations, Marvel and DC characters, dynamic heroes, detailed portraiture, vibrant colors, action scenes, fantasy elements, superhero paintings, narrative covers, muscular anatomy, dramatic poses, classic illustrations, pulp art influences, collector cards, iconic imagery, genre blending, artistic versatility, visual impact, lush backgrounds","minimalist design, pixel art, abstract concepts, lack of vibrancy"
NA - Kawacy style,"digital art, anime style, detailed hair, expressive eyes, vibrant illustrations, character portraits, fantasy themes, emotional depth, cultural fusion, fan art, dynamic lighting, visual storytelling, artistic experimentation, manga influence, creative compositions, digital painting techniques, character emotions, atmospheric mood, stylistic diversity, visual richness","western comic style, photorealism, muted color palettes, simplistic characters"
NA - Ward Kimball style,"Disney animation, whimsical characters, innovative design, expressive animation, mid-century style, iconic cartoons, creative storytelling, visual humor, character animation, imaginative designs, pioneering artistry, vibrant scenes, animated classics, visual impact, dynamic expressions, artistic innovation, engaging narratives, cultural impact, animation direction, stylistic flair","hyperrealism, dark horror, abstract expressionism, lack of character"
NA - Mark Knight style,"editorial cartoons, political satire, sharp commentary, caricature art, newspaper illustrations, humorous critique, social observation, contemporary issues, bold lines, public figures, visual wit, impactful messages, societal reflection, artistic journalism, pen and ink style, narrative art, cultural critique, expressive caricatures, visual storytelling, poignant humor","abstract landscapes, photorealistic portraits, non-satirical art, minimalist design"
NA - Philippe Caza style,"surreal landscapes, futuristic designs, vibrant color schemes, science fiction themes, psychedelic imagery, digital illustrations, abstract forms, dystopian visions, imaginative worlds, environmental commentary, artistic experimentation, bold contrasts, alien civilizations, conceptual art, visual storytelling, thematic depth, rich textures, speculative fiction, cultural critique, existential questions","classical portraiture, minimalist graphics, historical scenes, lack of color"
NA - Jos Collignon style,"political cartoons, satirical commentary, social critique, editorial illustrations, caricatures of public figures, black and white sketches, humorous depictions, contemporary issues, visual wit, sharp humor, newspaper art, global politics, societal observations, pen and ink drawings, narrative storytelling, cultural reflections, minimalist design, expressive characters, poignant satire, clear messaging","abstract painting, fantasy artwork, non-satirical landscapes, vibrant illustrations"
NA - Jaume Capdevila style,"comic strips, caricature art, cultural satire, bright and bold illustrations, humorous reflections on society, character humor, pop culture parody, detailed line work, vibrant storytelling, editorial cartoons, political humor, social media art, engaging narratives, visual jokes, lively colors, character design, animated style, social commentary, witty caricatures, playful art","photorealistic imagery, dark gothic themes, serious portraiture, abstract minimalism"
NA - Jon Carling style,"fantasy drawings, mythical creatures, pen and ink, whimsical illustrations, dreamlike scenes, folklore inspiration, hand-drawn art, imaginative characters, narrative sketches, enchanted forests, mystical symbols, vintage aesthetic, artistic storytelling, detailed linework, alternative worlds, cultural myths, personal mythology, expressive portraits, surreal environments, nostalgic imagery","digital 3D models, urban photography, modern abstract art, bright pop art"
NA - Jim Cheung style,"comic book art, superhero illustrations, dynamic action scenes, detailed character work, cinematic storytelling, vibrant panels, collaborative projects, Marvel and DC comics, expressive anatomy, dramatic compositions, character development, visual storytelling, ink and color, narrative art, genre-defining style, iconic heroes, fantastical elements, creative layouts, bold line art, artistic versatility","abstract expressionism, landscape painting, minimalistic posters, non-narrative abstract art"
NA - Anna Dittmann style,"digital portraits, ethereal beauty, fantasy art, subtle color palettes, nature-inspired themes, emotional depth, surreal elegance, contemporary illustration, feminine mystique, dreamy atmospheres, artistic experimentation, visual poetry, detailed textures, character expressiveness, mystical landscapes, organic motifs, fantasy realism, visual storytelling, nuanced characters, atmospheric mood","urban street art, caricature, bold graphic design, historical reenactments"
NA - Craig Davison style,"nostalgic illustrations, childhood imagination, shadow play, pop culture references, dynamic sketches, playful scenes, vintage comic style, vibrant storytelling, animated expressions, character adventures, imaginative play, retro aesthetics, cultural icons, expressive motion, whimsical art, narrative illustration, creative childhood, action poses, memory evocation, lively characters","photorealistic still lifes, formal portraits, digital abstracts, industrial design"
NA - Dave Dorman style,"science fiction and fantasy art, detailed brushwork, dramatic lighting, iconic characters, narrative paintings, cinematic illustrations, action-packed scenes, dark fantasy, visual storytelling, space opera imagery, heroic portraits, creature design, epic landscapes, military science fiction, atmospheric mood, pop culture art, immersive worlds, dynamic poses, intricate costumes, legendary tales","minimalist art, abstract expressionism, bright floral patterns, simple line drawings"
NA - Kelly Sue Deconnick style,"graphic novel writing, feminist themes, character-driven storytelling, comic book narratives, cultural commentary, empowering stories, speculative fiction, collaborative projects, dynamic character arcs, superhero genres, innovative writing, dialogue craftsmanship, genre blending, narrative complexity, literary comics, social issues, creative direction, influential storytelling, character complexity, emotional depth","non-narrative photography, abstract painting, technical manuals, data visualization"
NA - Marc Davis style,"animation design, Disney characters, iconic cartoons, character animation, storytelling through art, imaginative worlds, animated storytelling, visual development, pioneering animation, whimsical design, creative character concepts, narrative artistry, animation legend, stylistic innovation, expressive characters, animated classics, visual humor, artistic versatility, cultural impact, animation education","photorealistic portraits, abstract sculpture, dark horror art, non-character-based abstract art"
NA - Mike Deodato style,"dynamic comic panels, shadow-rich art, intense character drama, superhero action, gritty realism, bold ink work, dramatic lighting, atmospheric depth, Marvel and DC comics, complex villains, cinematic framing, detailed backgrounds, powerful heroes, noir influences, mature themes, storytelling through art, character close-ups, tension-filled scenes, visual impact, stylistic boldness","bright pastel landscapes, abstract cubism, child-like illustrations, minimalistic design"
NA - Terry Dodson style,"curvaceous figures, expressive faces, comic book heroines, vibrant illustrations, clear line art, dynamic poses, fashion-inspired costumes, pop culture art, detailed character design, action sequences, Marvel and DC work, polished finishes, engaging narratives, fantasy settings, modern comics, character interactions, artistic consistency, lively scenes, visual storytelling, elegance and style","monochrome sketches, brutalist architecture, non-figurative art, subdued narratives"
NA - Chris Dyer style,"psychedelic art, vibrant skate culture, spiritual motifs, bold colors, intricate patterns, street art influences, visionary landscapes, positive vibrations, detailed line work, cosmic themes, multicultural symbols, surreal characters, graffiti art, personal growth themes, artistic exploration, consciousness expansion, nature integration, dynamic compositions, energetic expressions, creative freedom","industrial design, minimalist portraits, classical realism, lack of color and vibrancy"
NA - Richard Doyle style,"Victorian fairy art, whimsical illustrations, detailed nature scenes, fantastical creatures, narrative storytelling, enchanting landscapes, historical illustrations, intricate designs, playful characters, British folklore, imaginative compositions, antique aesthetics, watercolor techniques, visual humor, literary illustrations, mythological themes, lush environments, artistic charm, period costumes, cultural heritage","modern abstract expressionism, digital pixel art, urban graffiti, stark minimalism"
NA - Walt Disney style,"iconic animation, classic characters, storytelling mastery, whimsical worlds, family-friendly content, pioneering cartoons, imaginative narratives, cultural impact, animated musicals, character design, timeless tales, magical kingdoms, creative innovation, cinematic storytelling, theme park inspirations, moral lessons, artistic legacy, visual delight, emotional depth, dream realization","hyper-realistic horror, dystopian themes, adult graphic novels, abstract non-narrative art"
NA - Daarken style,"dark fantasy art, epic battle scenes, video game concept art, menacing creatures, atmospheric mood, digital painting, character armor design, mythical landscapes, action-packed illustrations, heroic poses, dynamic lighting, rich textures, science fiction elements, narrative depth, dramatic compositions, creative character concepts, detailed weaponry, foreboding environments, artistic versatility, imaginative worlds","pastoral still lifes, minimalist abstracts, bright pop art, non-dramatic portraits"
NA - Gil Elvgren style,"classic pin-up art, 1950s glamour, vibrant illustrations, playful scenarios, Americana aesthetic, retro charm, detailed brushwork, feminine beauty, nostalgic themes, commercial art, expressive models, whimsical poses, iconic style, vintage fashion, cultural iconography, artistic precision, narrative charm, emotional warmth, visual storytelling, timeless appeal, elegance and grace","urban street photography, abstract minimalism, contemporary digital art, somber tones"
NA - Anato Finnstark style,"dark illustrations, fantasy and horror themes, atmospheric scenes, digital artwork, gothic aesthetics, mythical creatures, dramatic lighting, brooding landscapes, storytelling art, detailed character studies, emotional intensity, medieval settings, supernatural elements, artistic depth, visual narratives, eerie beauty, conceptual designs, immersive worlds, creative imagination, stylistic uniqueness","bright children’s book illustrations, abstract geometric patterns, modernist architecture, cheerful pop art"
